Date,Equity,DrawdownPct,DrawdownDuration
2015-02-05,10000.0,0.0,
2015-02-06,10000.0,0.0,
2015-02-09,10000.0,0.0,
2015-02-10,10000.0,0.0,
2015-02-11,10000.0,0.0,
2015-02-12,10000.0,0.0,
2015-02-13,10000.0,0.0,
2015-02-17,10000.0,0.0,
2015-02-18,10000.0,0.0,
2015-02-19,10000.0,0.0,
2015-02-20,10000.0,0.0,
2015-02-23,10000.0,0.0,
2015-02-24,10000.0,0.0,
2015-02-25,10000.0,0.0,
2015-02-26,10000.0,0.0,
2015-02-27,10000.0,0.0,
2015-03-02,10000.0,0.0,
2015-03-03,10000.0,0.0,
2015-03-04,10000.0,0.0,
2015-03-05,10000.0,0.0,
2015-03-06,10000.0,0.0,
2015-03-09,10000.0,0.0,
2015-03-10,10000.0,0.0,
2015-03-11,10000.0,0.0,
2015-03-12,10000.0,0.0,
2015-03-13,10000.0,0.0,
2015-03-16,10000.0,0.0,
2015-03-17,10000.0,0.0,
2015-03-18,10000.0,0.0,
2015-03-19,10000.0,0.0,
2015-03-20,10000.0,0.0,
2015-03-23,10000.0,0.0,
2015-03-24,10000.0,0.0,
2015-03-25,10000.0,0.0,
2015-03-26,10000.0,0.0,
2015-03-27,10000.0,0.0,
2015-03-30,10000.0,0.0,
2015-03-31,10000.0,0.0,
2015-04-01,10000.0,0.0,
2015-04-02,10000.0,0.0,
2015-04-06,10000.0,0.0,
2015-04-07,10000.0,0.0,
2015-04-08,10000.0,0.0,
2015-04-09,10000.0,0.0,
2015-04-10,10000.0,0.0,
2015-04-13,10000.0,0.0,
2015-04-14,10000.0,0.0,
2015-04-15,10000.0,0.0,
2015-04-16,10000.0,0.0,
2015-04-17,10000.0,0.0,
2015-04-20,10000.0,0.0,
2015-04-21,10000.0,0.0,
2015-04-22,10000.0,0.0,
2015-04-23,10000.0,0.0,
2015-04-24,10000.0,0.0,
2015-04-27,10000.0,0.0,
2015-04-28,10000.0,0.0,
2015-04-29,10000.0,0.0,
2015-04-30,10000.0,0.0,
2015-05-01,10000.0,0.0,
2015-05-04,10000.0,0.0,
2015-05-05,10000.0,0.0,
2015-05-06,10000.0,0.0,
2015-05-07,10000.0,0.0,
2015-05-08,10000.0,0.0,
2015-05-11,10000.0,0.0,
2015-05-12,10000.0,0.0,
2015-05-13,10000.0,0.0,
2015-05-14,10000.0,0.0,
2015-05-15,10000.0,0.0,
2015-05-18,10000.0,0.0,
2015-05-19,10000.0,0.0,
2015-05-20,10000.0,0.0,
2015-05-21,10000.0,0.0,
2015-05-22,10000.0,0.0,
2015-05-26,10000.0,0.0,
2015-05-27,10000.0,0.0,
2015-05-28,10000.0,0.0,
2015-05-29,10000.0,0.0,
2015-06-01,10000.0,0.0,
2015-06-02,10000.0,0.0,
2015-06-03,10000.0,0.0,
2015-06-04,10000.0,0.0,
2015-06-05,10000.0,0.0,
2015-06-08,10000.0,0.0,
2015-06-09,10000.0,0.0,
2015-06-10,10000.0,0.0,
2015-06-11,10000.0,0.0,
2015-06-12,10000.0,0.0,
2015-06-15,10000.0,0.0,
2015-06-16,10000.0,0.0,
2015-06-17,10000.0,0.0,
2015-06-18,10000.0,0.0,
2015-06-19,10000.0,0.0,
2015-06-22,10000.0,0.0,
2015-06-23,10000.0,0.0,
2015-06-24,10000.0,0.0,
2015-06-25,10000.0,0.0,
2015-06-26,10000.0,0.0,
2015-06-29,10000.0,0.0,
2015-06-30,10000.0,0.0,
2015-07-01,10000.0,0.0,
2015-07-02,10000.0,0.0,
2015-07-06,10000.0,0.0,
2015-07-07,10000.0,0.0,
2015-07-08,10000.0,0.0,
2015-07-09,10000.0,0.0,
2015-07-10,10000.0,0.0,
2015-07-13,10000.0,0.0,
2015-07-14,10000.0,0.0,
2015-07-15,10000.0,0.0,
2015-07-16,10000.0,0.0,
2015-07-17,10000.0,0.0,
2015-07-20,10000.0,0.0,
2015-07-21,10000.0,0.0,
2015-07-22,10000.0,0.0,
2015-07-23,10000.0,0.0,
2015-07-24,10000.0,0.0,
2015-07-27,10000.0,0.0,
2015-07-28,10000.0,0.0,
2015-07-29,10000.0,0.0,
2015-07-30,10000.0,0.0,
2015-07-31,10000.0,0.0,
2015-08-03,10000.0,0.0,
2015-08-04,10000.0,0.0,
2015-08-05,10000.0,0.0,
2015-08-06,10000.0,0.0,
2015-08-07,10000.0,0.0,
2015-08-10,10000.0,0.0,
2015-08-11,10000.0,0.0,
2015-08-12,10000.0,0.0,
2015-08-13,10000.0,0.0,
2015-08-14,10000.0,0.0,
2015-08-17,10000.0,0.0,
2015-08-18,10000.0,0.0,
2015-08-19,10000.0,0.0,
2015-08-20,10000.0,0.0,
2015-08-21,10000.0,0.0,
2015-08-24,10000.0,0.0,
2015-08-25,10000.0,0.0,
2015-08-26,10000.0,0.0,
2015-08-27,10000.0,0.0,
2015-08-28,10000.0,0.0,
2015-08-31,10000.0,0.0,
2015-09-01,10000.0,0.0,
2015-09-02,10000.0,0.0,
2015-09-03,10000.0,0.0,
2015-09-04,10000.0,0.0,
2015-09-08,10000.0,0.0,
2015-09-09,10000.0,0.0,
2015-09-10,10000.0,0.0,
2015-09-11,10000.0,0.0,
2015-09-14,10000.0,0.0,
2015-09-15,10000.0,0.0,
2015-09-16,10000.0,0.0,
2015-09-17,10000.0,0.0,
2015-09-18,10000.0,0.0,
2015-09-21,10000.0,0.0,
2015-09-22,10000.0,0.0,
2015-09-23,10000.0,0.0,
2015-09-24,10000.0,0.0,
2015-09-25,10000.0,0.0,
2015-09-28,10000.0,0.0,
2015-09-29,10000.0,0.0,
2015-09-30,10000.0,0.0,
2015-10-01,10000.0,0.0,
2015-10-02,10000.0,0.0,
2015-10-05,10000.0,0.0,
2015-10-06,10000.0,0.0,
2015-10-07,10000.0,0.0,
2015-10-08,10000.0,0.0,
2015-10-09,10000.0,0.0,
2015-10-12,10000.0,0.0,
2015-10-13,10000.0,0.0,
2015-10-14,10000.0,0.0,
2015-10-15,10000.0,0.0,
2015-10-16,10000.0,0.0,
2015-10-19,10000.0,0.0,
2015-10-20,10000.0,0.0,
2015-10-21,10000.0,0.0,
2015-10-22,10000.0,0.0,
2015-10-23,10000.0,0.0,
2015-10-26,10000.0,0.0,
2015-10-27,10000.0,0.0,
2015-10-28,10000.0,0.0,
2015-10-29,10000.0,0.0,
2015-10-30,10000.0,0.0,
2015-11-02,10000.0,0.0,
2015-11-03,10000.0,0.0,
2015-11-04,10000.0,0.0,
2015-11-05,10000.0,0.0,
2015-11-06,10000.0,0.0,
2015-11-09,10000.0,0.0,
2015-11-10,10000.0,0.0,
2015-11-11,10000.0,0.0,
2015-11-12,10000.0,0.0,
2015-11-13,10000.0,0.0,
2015-11-16,10000.0,0.0,
2015-11-17,10000.0,0.0,
2015-11-18,10000.0,0.0,
2015-11-19,10000.0,0.0,
2015-11-20,10000.0,0.0,
2015-11-23,10000.0,0.0,
2015-11-24,10000.0,0.0,
2015-11-25,10000.0,0.0,
2015-11-27,10000.0,0.0,
2015-11-30,10000.0,0.0,
2015-12-01,10000.0,0.0,
2015-12-02,10000.0,0.0,
2015-12-03,10000.0,0.0,
2015-12-04,10000.0,0.0,
2015-12-07,10000.0,0.0,
2015-12-08,10000.0,0.0,
2015-12-09,10000.0,0.0,
2015-12-10,10000.0,0.0,
2015-12-11,10000.0,0.0,
2015-12-14,10000.0,0.0,
2015-12-15,10000.0,0.0,
2015-12-16,10000.0,0.0,
2015-12-17,10000.0,0.0,
2015-12-18,10000.0,0.0,
2015-12-21,10000.0,0.0,
2015-12-22,10000.0,0.0,
2015-12-23,10000.0,0.0,
2015-12-24,10000.0,0.0,
2015-12-28,10000.0,0.0,
2015-12-29,10000.0,0.0,
2015-12-30,10000.0,0.0,
2015-12-31,10000.0,0.0,
2016-01-04,10000.0,0.0,
2016-01-05,10000.0,0.0,
2016-01-06,10000.0,0.0,
2016-01-07,10000.0,0.0,
2016-01-08,10000.0,0.0,
2016-01-11,10000.0,0.0,
2016-01-12,10000.0,0.0,
2016-01-13,10000.0,0.0,
2016-01-14,10000.0,0.0,
2016-01-15,10000.0,0.0,
2016-01-19,10000.0,0.0,
2016-01-20,10000.0,0.0,
2016-01-21,10000.0,0.0,
2016-01-22,10000.0,0.0,
2016-01-25,10000.0,0.0,
2016-01-26,10000.0,0.0,
2016-01-27,10000.0,0.0,
2016-01-28,10000.0,0.0,
2016-01-29,10000.0,0.0,
2016-02-01,10000.0,0.0,
2016-02-02,10000.0,0.0,
2016-02-03,10000.0,0.0,
2016-02-04,10000.0,0.0,
2016-02-05,10000.0,0.0,
2016-02-08,10000.0,0.0,
2016-02-09,10000.0,0.0,
2016-02-10,10000.0,0.0,
2016-02-11,10000.0,0.0,
2016-02-12,10000.0,0.0,
2016-02-16,10000.0,0.0,
2016-02-17,10000.0,0.0,
2016-02-18,10000.0,0.0,
2016-02-19,10000.0,0.0,
2016-02-22,10000.0,0.0,
2016-02-23,10000.0,0.0,
2016-02-24,10000.0,0.0,
2016-02-25,10000.0,0.0,
2016-02-26,10000.0,0.0,
2016-02-29,10000.0,0.0,
2016-03-01,10000.0,0.0,
2016-03-02,10000.0,0.0,
2016-03-03,10000.0,0.0,
2016-03-04,10000.0,0.0,
2016-03-07,10000.0,0.0,
2016-03-08,10000.0,0.0,
2016-03-09,10000.0,0.0,
2016-03-10,10000.0,0.0,
2016-03-11,10000.0,0.0,
2016-03-14,10000.0,0.0,
2016-03-15,10000.0,0.0,
2016-03-16,10000.0,0.0,
2016-03-17,10000.0,0.0,
2016-03-18,10000.0,0.0,
2016-03-21,10000.0,0.0,
2016-03-22,10000.0,0.0,
2016-03-23,10000.0,0.0,
2016-03-24,10000.0,0.0,
2016-03-28,10000.0,0.0,
2016-03-29,10000.0,0.0,
2016-03-30,10000.0,0.0,
2016-03-31,10000.0,0.0,
2016-04-01,10000.0,0.0,
2016-04-04,10000.0,0.0,
2016-04-05,10000.0,0.0,
2016-04-06,10000.0,0.0,
2016-04-07,10000.0,0.0,
2016-04-08,10000.0,0.0,
2016-04-11,10000.0,0.0,
2016-04-12,10000.0,0.0,
2016-04-13,10000.0,0.0,
2016-04-14,10000.0,0.0,
2016-04-15,10000.0,0.0,
2016-04-18,10000.0,0.0,
2016-04-19,10000.0,0.0,
2016-04-20,10000.0,0.0,
2016-04-21,10000.0,0.0,
2016-04-22,10000.0,0.0,
2016-04-25,10000.0,0.0,
2016-04-26,10000.0,0.0,
2016-04-27,10000.0,0.0,
2016-04-28,10000.0,0.0,
2016-04-29,10000.0,0.0,
2016-05-02,10000.0,0.0,
2016-05-03,10000.0,0.0,
2016-05-04,10000.0,0.0,
2016-05-05,10000.0,0.0,
2016-05-06,10000.0,0.0,
2016-05-09,10000.0,0.0,
2016-05-10,10000.0,0.0,
2016-05-11,10000.0,0.0,
2016-05-12,10000.0,0.0,
2016-05-13,10000.0,0.0,
2016-05-16,10000.0,0.0,
2016-05-17,10000.0,0.0,
2016-05-18,10000.0,0.0,
2016-05-19,10000.0,0.0,
2016-05-20,10000.0,0.0,
2016-05-23,10000.0,0.0,
2016-05-24,10000.0,0.0,
2016-05-25,10000.0,0.0,
2016-05-26,10000.0,0.0,
2016-05-27,10000.0,0.0,
2016-05-31,10000.0,0.0,
2016-06-01,10000.0,0.0,
2016-06-02,10000.0,0.0,
2016-06-03,10000.0,0.0,
2016-06-06,10000.0,0.0,
2016-06-07,10000.0,0.0,
2016-06-08,10000.0,0.0,
2016-06-09,10000.0,0.0,
2016-06-10,10000.0,0.0,
2016-06-13,10000.0,0.0,
2016-06-14,10000.0,0.0,
2016-06-15,10000.0,0.0,
2016-06-16,10000.0,0.0,
2016-06-17,10000.0,0.0,
2016-06-20,10000.0,0.0,
2016-06-21,10000.0,0.0,
2016-06-22,10000.0,0.0,
2016-06-23,10000.0,0.0,
2016-06-24,10000.0,0.0,
2016-06-27,10000.0,0.0,
2016-06-28,10000.0,0.0,
2016-06-29,10000.0,0.0,
2016-06-30,10000.0,0.0,
2016-07-01,10000.0,0.0,
2016-07-05,10000.0,0.0,
2016-07-06,10000.0,0.0,
2016-07-07,10000.0,0.0,
2016-07-08,10000.0,0.0,
2016-07-11,10000.0,0.0,
2016-07-12,10000.0,0.0,
2016-07-13,10000.0,0.0,
2016-07-14,10000.0,0.0,
2016-07-15,10000.0,0.0,
2016-07-18,10000.0,0.0,
2016-07-19,10000.0,0.0,
2016-07-20,10000.0,0.0,
2016-07-21,10000.0,0.0,
2016-07-22,10000.0,0.0,
2016-07-25,10000.0,0.0,
2016-07-26,10000.0,0.0,
2016-07-27,10000.0,0.0,
2016-07-28,10000.0,0.0,
2016-07-29,10000.0,0.0,
2016-08-01,10000.0,0.0,
2016-08-02,10000.0,0.0,
2016-08-03,10000.0,0.0,
2016-08-04,10000.0,0.0,
2016-08-05,10002.493666801452,0.0,
2016-08-08,10004.718665275574,0.0,
2016-08-09,10005.818652305603,0.0,
2016-08-10,10003.793658409119,0.0002023816308142079,
2016-08-11,10003.618659172058,0.00021987137784451605,
2016-08-12,10004.243659172058,0.00015740772327332841,
2016-08-15,10007.493666801452,0.0,6 days
2016-08-16,10007.243651542663,2.498280459761748e-05,
2016-08-17,10006.843661460876,6.495186129695796e-05,
2016-08-18,10006.493662986755,9.992550062909444e-05,
2016-08-19,10007.193659934997,2.9978221964821472e-05,
2016-08-22,10005.068663749695,0.0002423187196013421,
2016-08-23,10005.918654594421,0.00015738328291492465,
2016-08-24,10003.86865535736,0.00036222970154031753,
2016-08-25,10002.718657646179,0.00047714336019155645,
2016-08-26,10001.143664512634,0.0006345247371860596,
2016-08-29,10000.843657646179,0.0006645029591508811,
2016-08-30,9998.793658409119,0.000869349377776274,
2016-08-31,9999.043654594421,0.000844368479099078,
2016-09-01,10000.618666801452,0.0006869851961842643,
2016-09-02,10003.118666801452,0.0004371723975717945,
2016-09-06,10003.043650779724,0.00044466838250334373,
2016-09-07,10004.693659934997,0.00027979102057729133,
2016-09-08,9997.593650016785,0.0009892603597152494,
2016-09-09,9991.618651542663,0.0015863127959253598,
2016-09-12,9997.393664512634,0.0010092439351047089,
2016-09-13,10003.668650779724,0.0003822151828501985,
2016-09-14,10013.218650016785,0.0,30 days
2016-09-15,10022.718657646179,0.0,
2016-09-16,10021.093653831482,0.00016213203924042574,
2016-09-19,10017.743662986755,0.00049637177589823,
2016-09-20,10017.718657646179,0.0004988666419550869,
2016-09-21,10017.668666038513,0.0005038544710435078,
2016-09-22,10020.343665275574,0.0002369608937186074,
2016-09-23,10015.5686561203,0.00071337945023775,
2016-09-26,10015.993651542663,0.0006709762423975363,
2016-09-27,10016.518649253845,0.000618595473355299,
2016-09-28,10018.668650779724,0.0004040826650726359,
2016-09-29,10014.243659172058,0.0008455788058717717,
2016-09-30,10016.418666038513,0.0006285711315322517,
2016-10-03,10015.093650016785,0.0007607723901914554,
2016-10-04,10016.293658409119,0.0006410435587912433,
2016-10-05,10016.418666038513,0.0006285711315322517,
2016-10-06,10018.51865688324,0.00041904805536319145,
2016-10-07,10018.943652305603,0.0003766448475230888,
2016-10-10,10023.918666038513,0.0,25 days
2016-10-11,10024.543666038513,0.0,
2016-10-12,10027.143649253845,0.0,
2016-10-13,10025.768660697937,0.00013712664383846995,
2016-10-14,10025.768660697937,0.00013712664383846995,
2016-10-17,10025.768660697937,0.00013712664383846995,
2016-10-18,10025.768660697937,0.00013712664383846995,
2016-10-19,10025.768660697937,0.00013712664383846995,
2016-10-20,10025.768660697937,0.00013712664383846995,
2016-10-21,10025.768660697937,0.00013712664383846995,
2016-10-24,10025.768660697937,0.00013712664383846995,
2016-10-25,10025.768660697937,0.00013712664383846995,
2016-10-26,10025.768660697937,0.00013712664383846995,
2016-10-27,10025.768660697937,0.00013712664383846995,
2016-10-28,10025.768660697937,0.00013712664383846995,
2016-10-31,10025.768660697937,0.00013712664383846995,
2016-11-01,10025.768660697937,0.00013712664383846995,
2016-11-02,10025.768660697937,0.00013712664383846995,
2016-11-03,10025.768660697937,0.00013712664383846995,
2016-11-04,10025.768660697937,0.00013712664383846995,
2016-11-07,10025.768660697937,0.00013712664383846995,
2016-11-08,10025.768660697937,0.00013712664383846995,
2016-11-09,10025.768660697937,0.00013712664383846995,
2016-11-10,10025.768660697937,0.00013712664383846995,
2016-11-11,10025.768660697937,0.00013712664383846995,
2016-11-14,10025.768660697937,0.00013712664383846995,
2016-11-15,10025.768660697937,0.00013712664383846995,
2016-11-16,10025.768660697937,0.00013712664383846995,
2016-11-17,10025.768660697937,0.00013712664383846995,
2016-11-18,10025.768660697937,0.00013712664383846995,
2016-11-21,10025.768660697937,0.00013712664383846995,
2016-11-22,10025.768660697937,0.00013712664383846995,
2016-11-23,10025.768660697937,0.00013712664383846995,
2016-11-25,10025.768660697937,0.00013712664383846995,
2016-11-28,10025.768660697937,0.00013712664383846995,
2016-11-29,10025.768660697937,0.00013712664383846995,
2016-11-30,10025.768660697937,0.00013712664383846995,
2016-12-01,10025.768660697937,0.00013712664383846995,
2016-12-02,10025.768660697937,0.00013712664383846995,
2016-12-05,10025.768660697937,0.00013712664383846995,
2016-12-06,10025.768660697937,0.00013712664383846995,
2016-12-07,10025.768660697937,0.00013712664383846995,
2016-12-08,10025.768660697937,0.00013712664383846995,
2016-12-09,10025.768660697937,0.00013712664383846995,
2016-12-12,10025.768660697937,0.00013712664383846995,
2016-12-13,10025.768660697937,0.00013712664383846995,
2016-12-14,10025.768660697937,0.00013712664383846995,
2016-12-15,10025.768660697937,0.00013712664383846995,
2016-12-16,10025.768660697937,0.00013712664383846995,
2016-12-19,10025.768660697937,0.00013712664383846995,
2016-12-20,10025.768660697937,0.00013712664383846995,
2016-12-21,10025.768660697937,0.00013712664383846995,
2016-12-22,10025.768660697937,0.00013712664383846995,
2016-12-23,10025.768660697937,0.00013712664383846995,
2016-12-27,10025.768660697937,0.00013712664383846995,
2016-12-28,10025.768660697937,0.00013712664383846995,
2016-12-29,10025.768660697937,0.00013712664383846995,
2016-12-30,10025.768660697937,0.00013712664383846995,
2017-01-03,10025.768660697937,0.00013712664383846995,
2017-01-04,10025.768660697937,0.00013712664383846995,
2017-01-05,10025.768660697937,0.00013712664383846995,
2017-01-06,10025.768660697937,0.00013712664383846995,
2017-01-09,10025.768660697937,0.00013712664383846995,
2017-01-10,10025.768660697937,0.00013712664383846995,
2017-01-11,10025.768660697937,0.00013712664383846995,
2017-01-12,10025.768660697937,0.00013712664383846995,
2017-01-13,10025.768660697937,0.00013712664383846995,
2017-01-17,10025.768660697937,0.00013712664383846995,
2017-01-18,10025.768660697937,0.00013712664383846995,
2017-01-19,10025.768660697937,0.00013712664383846995,
2017-01-20,10025.768660697937,0.00013712664383846995,
2017-01-23,10025.768660697937,0.00013712664383846995,
2017-01-24,10025.768660697937,0.00013712664383846995,
2017-01-25,10025.768660697937,0.00013712664383846995,
2017-01-26,10025.768660697937,0.00013712664383846995,
2017-01-27,10025.768660697937,0.00013712664383846995,
2017-01-30,10025.768660697937,0.00013712664383846995,
2017-01-31,10025.768660697937,0.00013712664383846995,
2017-02-01,10025.768660697937,0.00013712664383846995,
2017-02-02,10025.768660697937,0.00013712664383846995,
2017-02-03,10025.768660697937,0.00013712664383846995,
2017-02-06,10025.768660697937,0.00013712664383846995,
2017-02-07,10025.768660697937,0.00013712664383846995,
2017-02-08,10025.768660697937,0.00013712664383846995,
2017-02-09,10025.768660697937,0.00013712664383846995,
2017-02-10,10025.768660697937,0.00013712664383846995,
2017-02-13,10025.768660697937,0.00013712664383846995,
2017-02-14,10025.768660697937,0.00013712664383846995,
2017-02-15,10025.768660697937,0.00013712664383846995,
2017-02-16,10025.768660697937,0.00013712664383846995,
2017-02-17,10025.768660697937,0.00013712664383846995,
2017-02-21,10025.768660697937,0.00013712664383846995,
2017-02-22,10025.768660697937,0.00013712664383846995,
2017-02-23,10025.768660697937,0.00013712664383846995,
2017-02-24,10025.768660697937,0.00013712664383846995,
2017-02-27,10025.768660697937,0.00013712664383846995,
2017-02-28,10025.768660697937,0.00013712664383846995,
2017-03-01,10025.768660697937,0.00013712664383846995,
2017-03-02,10025.768660697937,0.00013712664383846995,
2017-03-03,10025.768660697937,0.00013712664383846995,
2017-03-06,10025.768660697937,0.00013712664383846995,
2017-03-07,10025.768660697937,0.00013712664383846995,
2017-03-08,10025.768660697937,0.00013712664383846995,
2017-03-09,10025.768660697937,0.00013712664383846995,
2017-03-10,10025.768660697937,0.00013712664383846995,
2017-03-13,10025.768660697937,0.00013712664383846995,
2017-03-14,10025.768660697937,0.00013712664383846995,
2017-03-15,10025.768660697937,0.00013712664383846995,
2017-03-16,10025.768660697937,0.00013712664383846995,
2017-03-17,10025.768660697937,0.00013712664383846995,
2017-03-20,10025.768660697937,0.00013712664383846995,
2017-03-21,10025.768660697937,0.00013712664383846995,
2017-03-22,10025.768660697937,0.00013712664383846995,
2017-03-23,10025.768660697937,0.00013712664383846995,
2017-03-24,10025.768660697937,0.00013712664383846995,
2017-03-27,10025.768660697937,0.00013712664383846995,
2017-03-28,10025.768660697937,0.00013712664383846995,
2017-03-29,10025.768660697937,0.00013712664383846995,
2017-03-30,10025.768660697937,0.00013712664383846995,
2017-03-31,10025.768660697937,0.00013712664383846995,
2017-04-03,10025.768660697937,0.00013712664383846995,
2017-04-04,10025.768660697937,0.00013712664383846995,
2017-04-05,10025.768660697937,0.00013712664383846995,
2017-04-06,10025.768660697937,0.00013712664383846995,
2017-04-07,10025.768660697937,0.00013712664383846995,
2017-04-10,10025.768660697937,0.00013712664383846995,
2017-04-11,10025.768660697937,0.00013712664383846995,
2017-04-12,10025.768660697937,0.00013712664383846995,
2017-04-13,10025.768660697937,0.00013712664383846995,
2017-04-17,10025.768660697937,0.00013712664383846995,
2017-04-18,10025.768660697937,0.00013712664383846995,
2017-04-19,10025.768660697937,0.00013712664383846995,
2017-04-20,10025.768660697937,0.00013712664383846995,
2017-04-21,10025.768660697937,0.00013712664383846995,
2017-04-24,10025.768660697937,0.00013712664383846995,
2017-04-25,10025.768660697937,0.00013712664383846995,
2017-04-26,10025.768660697937,0.00013712664383846995,
2017-04-27,10025.768660697937,0.00013712664383846995,
2017-04-28,10025.768660697937,0.00013712664383846995,
2017-05-01,10025.768660697937,0.00013712664383846995,
2017-05-02,10025.768660697937,0.00013712664383846995,
2017-05-03,10025.768660697937,0.00013712664383846995,
2017-05-04,10025.768660697937,0.00013712664383846995,
2017-05-05,10025.768660697937,0.00013712664383846995,
2017-05-08,10025.768660697937,0.00013712664383846995,
2017-05-09,10025.768660697937,0.00013712664383846995,
2017-05-10,10025.768660697937,0.00013712664383846995,
2017-05-11,10025.768660697937,0.00013712664383846995,
2017-05-12,10025.768660697937,0.00013712664383846995,
2017-05-15,10025.768660697937,0.00013712664383846995,
2017-05-16,10025.768660697937,0.00013712664383846995,
2017-05-17,10025.768660697937,0.00013712664383846995,
2017-05-18,10025.768660697937,0.00013712664383846995,
2017-05-19,10025.768660697937,0.00013712664383846995,
2017-05-22,10025.768660697937,0.00013712664383846995,
2017-05-23,10025.768660697937,0.00013712664383846995,
2017-05-24,10025.768660697937,0.00013712664383846995,
2017-05-25,10025.768660697937,0.00013712664383846995,
2017-05-26,10025.768660697937,0.00013712664383846995,
2017-05-30,10025.768660697937,0.00013712664383846995,
2017-05-31,10025.768660697937,0.00013712664383846995,
2017-06-01,10025.768660697937,0.00013712664383846995,
2017-06-02,10025.768660697937,0.00013712664383846995,
2017-06-05,10025.768660697937,0.00013712664383846995,
2017-06-06,10025.768660697937,0.00013712664383846995,
2017-06-07,10025.768660697937,0.00013712664383846995,
2017-06-08,10025.768660697937,0.00013712664383846995,
2017-06-09,10025.768660697937,0.00013712664383846995,
2017-06-12,10025.768660697937,0.00013712664383846995,
2017-06-13,10025.768660697937,0.00013712664383846995,
2017-06-14,10025.768660697937,0.00013712664383846995,
2017-06-15,10025.768660697937,0.00013712664383846995,
2017-06-16,10025.768660697937,0.00013712664383846995,
2017-06-19,10025.768660697937,0.00013712664383846995,
2017-06-20,10025.768660697937,0.00013712664383846995,
2017-06-21,10025.768660697937,0.00013712664383846995,
2017-06-22,10025.768660697937,0.00013712664383846995,
2017-06-23,10025.768660697937,0.00013712664383846995,
2017-06-26,10025.768660697937,0.00013712664383846995,
2017-06-27,10025.768660697937,0.00013712664383846995,
2017-06-28,10025.768660697937,0.00013712664383846995,
2017-06-29,10025.768660697937,0.00013712664383846995,
2017-06-30,10025.768660697937,0.00013712664383846995,
2017-07-03,10025.768660697937,0.00013712664383846995,
2017-07-05,10025.768660697937,0.00013712664383846995,
2017-07-06,10025.768660697937,0.00013712664383846995,
2017-07-07,10025.768660697937,0.00013712664383846995,
2017-07-10,10025.768660697937,0.00013712664383846995,
2017-07-11,10025.768660697937,0.00013712664383846995,
2017-07-12,10025.768660697937,0.00013712664383846995,
2017-07-13,10025.768660697937,0.00013712664383846995,
